x,y
0.7509721067659971,0.0
0.7500000000000001,0.0
0.7497718922447667,-3.315054861654787e-05
0.7490877771116587,-0.00013251305303307314
0.7479482788085455,-0.00029782066958072286
0.746354437049027,-0.0005286305858091228
0.7443077061037672,-0.0008243268815819049
0.7418099534735718,-0.0011841244762964996
0.7388634581854235,-0.0016070741050414647
0.7354709087130261,-0.0020920682517570205
0.7316354005237582,-0.002637847953878803
0.7273604332542728,-0.003243010380732654
0.7226499075173201,-0.0039060170773222414
0.7175081213427075,-0.004625202756267865
0.7119397662556436,-0.005398784513679203
0.7059499229960452,-0.006224871339773325
0.6995440568827129,-0.007101473792186785
0.6927280128266049,-0.008026513699209833
0.6855080099977577,-0.008997833761625178
0.6778906361507238,-0.01001320692543462
0.6698828416136992,-0.011070345403459613
0.6614919329468282,-0.012166909231520863
0.6527255662754728,-0.013300514254516397
0.643591740304525,-0.014468739449086648
0.6340987890201402,-0.015669133502494166
0.6242553740855504,-0.016899220581660823
0.6140704769378942,-0.018156505241765437
0.6035533905932737,-0.019438476440169217
0.5927137111675198,-0.02074261063844274
0.5815613291203975,-0.022066373992647374
0.570106420231244,-0.023407223649490765
0.5583594363142717,-0.024762608183256322
0.5463310956820083,-0.026129967225206434
0.5340323733655779,-0.027506730353215412
0.5214744911007394,-0.02889031532441976
0.5086689070888282,-0.03027812574743839
0.49562730554193857,-0.03166754830297146
0.4823615860218844,-0.033055949632122494
0.46888385258267007,-0.034440673020411317
0.4552064027263783,-0.03581903501200149
0.4413417161825448,-0.03718832209301555
0.4273024435212678,-0.03854578758486351
0.4131013946104345,-0.039888648888199076
0.3987515269276015,-0.04121408521541613
0.3842659337371884,-0.04251923594451826
0.3696578321437789,-0.04380119971977587
0.3549405510324238,-0.04505703441491884
0.3401275189069528,-0.04628375806280973
0.32523225163739145,-0.04747835084175804
0.31026834012766147,-0.04863775819305076
0.29524943791481895,-0.04975889512710726
0.2801892487111429,-0.05083865175714693
0.26510151390044434,-0.05187390007966018
0.24999999999999994,-0.05286150200057158
0.23489848609955552,-0.05379831858507666
0.21981075128885685,-0.05468122048803564
0.2047505620851811,-0.05550709950082386
0.18973165987233837,-0.05627288112999923
0.17476774836260844,-0.056975538103354005
0.1598724810930471,-0.057612104680191574
0.1450594489675761,-0.05817969162529574
0.1303421678562211,-0.05867550169032398
0.1157340662628116,-0.05909684543251749
0.10124847307239851,-0.05944115718891221
0.08689860538956529,-0.05970601101486377
0.0726975564787321,-0.05988913638884458
0.05865828381745508,-0.059988433481267985
0.04479359727362153,-0.060001987783656445
0.031116147417329765,-0.059928083895854856
0.01763841397811572,-0.0597652182732349
0.00437269445806121,-0.059512110742917665
-0.008668907088828393,-0.059167714607916214
-0.0214744911007394,-0.0587312251706653
-0.03403237336557796,-0.058202086522537166
-0.04633109568200844,-0.057579996463463866
-0.05835943631427154,-0.05686490943549765
-0.07010642023124403,-0.05605703737579973
-0.08156132912039765,-0.055156848417889544
-0.09271371116751992,-0.05416506339471546
-0.10355339059327381,-0.053082650122908484
-0.11407047693789425,-0.05191081547412001
-0.1242553740855506,-0.05065099526627443
-0.13409878902014027,-0.04930484203453146
-0.1435917403045251,-0.04787421076839389
-0.15272556627547296,-0.04636114272735306
-0.16149193294682823,-0.044767847472386775
-0.169882841613699,-0.043096683274170676
-0.17789063615072376,-0.04135013608070914
-0.1855080099977578,-0.039530797246932585
-0.19272801282660498,-0.03764134024636292
-0.19954405688271298,-0.03568449659996897
-0.20594992299604503,-0.033663031269599325
-0.2119397662556434,-0.03157971777270914
-0.21750812134270742,-0.029437313281345353
-0.2226499075173201,-0.027238533971416828
-0.2273604332542728,-0.024986030888090267
-0.23163540052375814,-0.022682366589701193
-0.23547090871302606,-0.020329992825873243
-0.23886345818542348,-0.017931229495669502
-0.24180995347357181,-0.01548824511866314
-0.24430770610376712,-0.01300303903596537
-0.246354437049027,-0.010477425539672515
-0.24794827880854547,-0.00791302010812341
-0.24908777711165875,-0.005311227901046927
-0.2497718922447667,-0.002673234643423912
-0.25,1.6653345369377347e-17
-0.2497718922447667,0.0026732346434239444
-0.24908777711165875,0.005311227901046959
-0.24794827880854547,0.007913020108123444
-0.246354437049027,0.01047742553967255
-0.24430770610376712,0.013003039035965405
-0.24180995347357181,0.015488245118663174
-0.23886345818542348,0.017931229495669537
-0.23547090871302606,0.020329992825873278
-0.23163540052375814,0.022682366589701228
-0.2273604332542728,0.024986030888090302
-0.2226499075173201,0.027238533971416862
-0.21750812134270742,0.029437313281345388
-0.2119397662556434,0.03157971777270917
-0.20594992299604503,0.03366303126959935
-0.19954405688271298,0.035684496599969
-0.19272801282660498,0.037641340246362946
-0.1855080099977578,0.03953079724693261
-0.17789063615072376,0.04135013608070917
-0.169882841613699,0.04309668327417071
-0.16149193294682823,0.04476784747238681
-0.15272556627547296,0.046361142727353095
-0.1435917403045251,0.047874210768393925
-0.13409878902014027,0.04930484203453149
-0.1242553740855506,0.050650995266274465
-0.11407047693789425,0.05191081547412005
-0.10355339059327381,0.05308265012290849
-0.09271371116751992,0.054165063394715496
-0.08156132912039765,0.05515684841788958
-0.07010642023124403,0.05605703737579974
-0.05835943631427154,0.056864909435497685
-0.04633109568200844,0.057579996463463894
-0.03403237336557796,0.0582020865225372
-0.0214744911007394,0.05873122517066531
-0.008668907088828393,0.05916771460791623
0.00437269445806121,0.05951211074291769
0.01763841397811572,0.05976521827323493
0.031116147417329765,0.05992808389585488
0.04479359727362153,0.06000198778365648
0.05865828381745508,0.05998843348126802
0.0726975564787321,0.05988913638884459
0.08689860538956529,0.05970601101486381
0.10124847307239851,0.05944115718891224
0.1157340662628116,0.05909684543251752
0.1303421678562211,0.05867550169032402
0.1450594489675761,0.058179691625295765
0.1598724810930471,0.05761210468019161
0.17476774836260844,0.05697553810335404
0.18973165987233837,0.056272881129999265
0.2047505620851811,0.05550709950082389
0.21981075128885685,0.05468122048803565
0.23489848609955552,0.05379831858507669
0.24999999999999994,0.05286150200057162
0.26510151390044434,0.05187390007966021
0.2801892487111429,0.050838651757146934
0.29524943791481895,0.04975889512710729
0.31026834012766147,0.048637758193050766
0.32523225163739145,0.047478350841758075
0.3401275189069528,0.04628375806280976
0.3549405510324238,0.04505703441491885
0.3696578321437789,0.0438011997197759
0.3842659337371884,0.042519235944518285
0.3987515269276015,0.041214085215416155
0.4131013946104345,0.03988864888819909
0.4273024435212678,0.03854578758486354
0.4413417161825448,0.03718832209301558
0.4552064027263783,0.03581903501200152
0.46888385258267007,0.034440673020411344
0.4823615860218844,0.03305594963212252
0.49562730554193857,0.031667548302971485
0.5086689070888282,0.030278125747438423
0.5214744911007394,0.028890315324419796
0.5340323733655779,0.027506730353215447
0.5463310956820083,0.02612996722520647
0.5583594363142717,0.024762608183256356
0.570106420231244,0.0234072236494908
0.5815613291203975,0.02206637399264741
0.5927137111675198,0.020742610638442776
0.6035533905932737,0.01943847644016925
0.6140704769378942,0.018156505241765472
0.6242553740855504,0.016899220581660858
0.6340987890201402,0.0156691335024942
0.643591740304525,0.014468739449086682
0.6527255662754728,0.013300514254516432
0.6614919329468282,0.012166909231520898
0.6698828416136992,0.011070345403459648
0.6778906361507238,0.010013206925434654
0.6855080099977577,0.008997833761625213
0.6927280128266049,0.008026513699209868
0.6995440568827129,0.007101473792186816
0.7059499229960452,0.006224871339773359
0.7119397662556436,0.005398784513679236
0.7175081213427075,0.004625202756267898
0.7226499075173201,0.003906017077322274
0.7273604332542728,0.0032430103807326864
0.7316354005237582,0.0026378479538788353
0.7354709087130261,0.0020920682517570535
0.7388634581854235,0.0016070741050414976
0.7418099534735718,0.001184124476296533
0.7443077061037672,0.0008243268815819385
0.746354437049027,0.0005286305858091562
0.7479482788085455,0.00029782066958075615
0.7490877771116587,0.00013251305303310643
